id,num_adults,num_children,meal,required_transport,room_type_reserved,arrival_year,arrival_month,arrival_date,avg_price_per_room,booking_status,num_staying_nights,meal_id,room_type_id,room_number,expenses
Booking02880,2,0,Meal Plan 1,0,Double,2022,2,16,146.3,Not_Canceled,4,1,1,236,72
Booking02881,2,0,Meal Plan 1,0,Single,2022,12,3,143.3,Not_Canceled,8,1,4,185,70
Booking02882,2,0,Meal Plan 1,0,Double,2022,1,12,105.0,Not_Canceled,5,1,1,285,101
Booking02883,2,0,Meal Plan 2,0,Double,2022,11,24,161.75,Canceled,5,2,1,142,75
Booking02884,2,0,Meal Plan 1,0,Single,2022,1,19,110.95,Not_Canceled,4,1,4,145,26
Booking02885,2,0,Meal Plan 1,0,Double,2022,3,4,181.67,Not_Canceled,4,1,1,148,135
Booking02886,2,0,Not Selected,0,Double,2022,6,13,101.0,Not_Canceled,8,4,1,258,95
Booking02887,2,0,Not Selected,0,Double,2022,2,17,108.0,Not_Canceled,4,4,1,22,77
Booking02888,2,0,Meal Plan 1,0,Double,2022,2,1,92.0,Not_Canceled,4,1,1,282,57
Booking02889,2,0,Meal Plan 1,0,Double,2022,1,21,140.0,Canceled,3,1,1,159,136
Booking02890,2,0,Meal Plan 1,1,Suit,2021,3,28,21.6,Not_Canceled,6,1,2,192,5
Booking02891,2,0,Meal Plan 1,0,Delux,2022,5,21,95.15,Not_Canceled,3,1,6,273,81
Booking02892,2,0,Meal Plan 1,0,Double,2022,12,3,110.98,Not_Canceled,5,1,1,9,78
Booking02893,2,0,Meal Plan 1,0,Double,2022,12,11,101.25,Not_Canceled,2,1,1,126,68
Booking02894,2,0,Meal Plan 2,0,Double,2022,3,25,122.0,Not_Canceled,4,2,1,119,82
Booking02895,2,0,Meal Plan 2,0,Double,2021,11,17,114.5,Canceled,4,2,1,140,81
Booking02896,2,0,Meal Plan 1,0,Single,2022,9,25,131.5,Not_Canceled,3,1,4,83,117
Booking02897,2,0,Meal Plan 1,0,Single,2022,7,26,110.95,Not_Canceled,5,1,4,132,28
Booking02898,2,0,Meal Plan 1,0,Double,2022,2,17,95.0,Not_Canceled,3,1,1,294,54
Booking02899,2,2,Not Selected,0,Delux,2021,12,13,173.0,Not_Canceled,3,4,6,156,127
Booking02900,2,0,Not Selected,0,Single,2021,1,22,135.0,Not_Canceled,3,4,4,193,116
Booking02901,2,0,Meal Plan 1,0,Double,2022,8,26,82.8,Canceled,5,1,1,100,40
Booking02902,2,0,Meal Plan 1,0,Single,2022,10,25,142.4,Canceled,4,1,4,69,45
Booking02903,2,0,Meal Plan 1,0,Suit,2022,11,18,101.5,Canceled,5,1,2,146,79
Booking02904,2,0,Meal Plan 1,0,Double,2021,2,8,124.0,Not_Canceled,3,1,1,204,43
Booking02905,2,0,Meal Plan 1,0,Single,2022,1,10,159.5,Not_Canceled,6,1,4,112,152
Booking02906,1,0,Meal Plan 1,0,Double,2022,5,25,91.0,Not_Canceled,3,1,1,228,23
Booking02907,1,0,Meal Plan 1,0,Double,2022,2,11,127.99,Not_Canceled,7,1,1,54,63
Booking02908,2,0,Not Selected,0,Double,2022,10,17,129.65,Not_Canceled,5,4,1,262,33
Booking02909,2,0,Meal Plan 1,0,Double,2022,5,30,88.99,Not_Canceled,4,1,1,130,73
Booking02910,2,0,Meal Plan 1,0,Single,2022,10,3,153.1,Not_Canceled,3,1,4,119,58
Booking02911,2,0,Meal Plan 1,0,Double,2022,2,23,109.9,Not_Canceled,5,1,1,88,59
Booking02912,2,0,Meal Plan 2,0,Double,2021,12,20,121.5,Not_Canceled,3,2,1,139,70
Booking02913,2,0,Meal Plan 1,0,Single,2022,7,31,125.3,Canceled,4,1,4,17,95
Booking02914,1,0,Meal Plan 1,0,Double,2022,3,16,116.0,Not_Canceled,3,1,1,22,101
Booking02915,2,0,Meal Plan 1,0,Single,2022,11,3,144.8,Not_Canceled,4,1,4,92,91
Booking02916,2,0,Meal Plan 1,0,Double,2021,1,3,68.0,Not_Canceled,3,1,1,277,39
Booking02917,2,0,Meal Plan 1,0,Single,2022,10,24,116.3,Not_Canceled,3,1,4,201,39
Booking02918,2,0,Meal Plan 1,0,Double,2022,5,2,112.0,Not_Canceled,2,1,1,119,101
Booking02919,2,0,Meal Plan 1,0,Double,2022,9,16,104.0,Canceled,2,1,1,248,48
Booking02920,2,0,Meal Plan 1,0,Double,2022,1,27,159.0,Not_Canceled,3,1,1,85,87
Booking02921,2,0,Meal Plan 1,0,Single,2022,12,15,147.8,Not_Canceled,6,1,4,294,103
Booking02922,2,0,Meal Plan 1,0,Double,2022,1,29,159.0,Not_Canceled,4,1,1,280,31
Booking02923,2,0,Meal Plan 1,1,Double,2021,12,27,96.5,Not_Canceled,6,1,1,108,64
Booking02924,2,0,Meal Plan 2,0,Double,2021,11,23,129.0,Canceled,3,2,1,289,53
Booking02925,2,0,Meal Plan 2,0,Double,2021,12,20,121.5,Not_Canceled,3,2,1,110,24
Booking02926,2,0,Meal Plan 1,0,Double,2022,1,22,110.0,Canceled,2,1,1,64,49
Booking02927,2,0,Meal Plan 1,0,Double,2022,7,9,98.3,Canceled,4,1,1,140,25
Booking02928,2,0,Meal Plan 2,0,Double,2022,1,10,20.0,Not_Canceled,3,2,1,217,9
Booking02929,1,0,Meal Plan 2,0,Double,2021,11,23,107.0,Not_Canceled,3,2,1,70,37
Booking02930,2,0,Meal Plan 1,0,Double,2022,11,19,125.3,Canceled,4,1,1,278,77
Booking02931,2,0,Meal Plan 1,0,Double,2022,12,16,119.45,Not_Canceled,5,1,1,172,20
Booking02932,2,0,Meal Plan 1,0,Double,2022,1,21,140.0,Canceled,3,1,1,121,90
Booking02933,2,0,Meal Plan 1,0,Double,2022,1,4,115.0,Canceled,4,1,1,252,30
Booking02934,2,0,Meal Plan 1,0,Double,2022,2,10,20.0,Not_Canceled,1,1,1,154,3
Booking02935,1,0,Meal Plan 1,0,Double,2022,9,23,146.9,Not_Canceled,4,1,1,117,141
Booking02936,2,0,Meal Plan 1,0,Double,2022,8,14,98.0,Canceled,6,1,1,44,42
Booking02937,3,0,Meal Plan 1,0,Double,2021,1,11,137.6,Not_Canceled,7,1,1,74,68
Booking02938,2,0,Meal Plan 1,0,Double,2022,1,1,115.0,Canceled,5,1,1,111,100
Booking02939,2,0,Meal Plan 1,0,Single,2022,11,20,169.4,Canceled,4,1,4,129,138
Booking02940,1,0,Meal Plan 1,0,Double,2022,1,17,140.0,Canceled,3,1,1,180,78
Booking02941,2,0,Meal Plan 1,0,Double,2022,11,15,90.44,Not_Canceled,4,1,1,268,34
Booking02942,3,0,Meal Plan 1,0,Single,2022,12,10,160.7,Not_Canceled,4,1,4,272,61
Booking02943,1,0,Meal Plan 1,0,Double,2021,3,21,85.0,Not_Canceled,2,1,1,100,71
Booking02944,1,0,Meal Plan 1,0,Double,2022,8,31,85.0,Not_Canceled,2,1,1,45,80
Booking02945,2,0,Meal Plan 1,0,Double,2021,1,8,32.0,Not_Canceled,2,1,1,12,18
Booking02946,2,0,Meal Plan 1,0,Double,2022,1,1,132.56,Canceled,8,1,1,37,69
Booking02947,2,0,Meal Plan 1,0,Delux,2022,9,28,197.35,Canceled,9,1,6,92,63
Booking02948,2,1,Meal Plan 1,0,Double,2022,11,16,35.0,Not_Canceled,2,1,1,173,16
Booking02949,2,0,Meal Plan 1,0,Double,2022,1,10,153.65,Not_Canceled,5,1,1,138,47
Booking02950,1,0,Meal Plan 1,0,Double,2022,5,25,92.0,Not_Canceled,4,1,1,175,81
Booking02951,2,0,Meal Plan 1,0,Double,2022,7,17,83.87,Not_Canceled,6,1,1,223,13
Booking02952,2,0,Meal Plan 1,0,Double,2022,6,23,95.0,Not_Canceled,4,1,1,220,56
Booking02953,2,0,Meal Plan 2,0,Double,2021,12,14,114.5,Not_Canceled,4,2,1,72,77
Booking02954,2,0,Meal Plan 1,0,Double,2022,10,9,152.0,Canceled,4,1,1,12,43
Booking02955,3,0,Meal Plan 1,0,Single,2022,11,19,157.7,Not_Canceled,2,1,4,195,110
Booking02956,2,0,Not Selected,0,Double,2022,1,1,105.0,Not_Canceled,2,4,1,7,21
Booking02957,2,0,Not Selected,0,Double,2022,1,31,105.0,Not_Canceled,4,4,1,96,18
Booking02958,3,0,Meal Plan 1,0,Single,2022,1,8,162.2,Not_Canceled,4,1,4,291,129
Booking02959,1,0,Meal Plan 1,0,Double,2022,10,18,140.0,Canceled,7,1,1,194,63
Booking02960,2,0,Not Selected,0,Double,2022,12,9,114.5,Not_Canceled,4,4,1,214,23
Booking02961,2,0,Meal Plan 2,0,Double,2021,1,22,129.0,Not_Canceled,3,2,1,47,77
Booking02962,1,0,Meal Plan 1,0,Double,2021,1,8,120.0,Not_Canceled,3,1,1,209,100
Booking02963,2,0,Meal Plan 1,0,Double,2021,3,12,127.0,Not_Canceled,3,1,1,197,47
Booking02964,1,0,Meal Plan 1,0,Double,2022,1,13,123.5,Canceled,3,1,1,24,86
Booking02965,0,2,Meal Plan 1,0,Suit,2022,11,23,106.5,Canceled,2,1,2,283,52
Booking02966,2,0,Meal Plan 1,1,Suit,2022,9,12,129.3,Canceled,5,1,2,143,37
Booking02967,2,0,Meal Plan 1,0,Double,2022,1,14,130.0,Canceled,4,1,1,49,126
Booking02968,2,0,Meal Plan 2,0,Double,2021,1,24,128.0,Not_Canceled,2,2,1,57,74
Booking02969,1,0,Meal Plan 1,0,Double,2021,1,27,165.0,Not_Canceled,2,1,1,197,90
Booking02970,3,0,Meal Plan 1,0,Single,2022,7,3,143.3,Canceled,2,1,4,20,79
Booking02971,2,1,Not Selected,0,Double,2022,7,27,82.8,Not_Canceled,5,4,1,114,20
Booking02972,1,0,Meal Plan 1,0,Double,2022,10,12,139.0,Not_Canceled,4,1,1,157,42
Booking02973,1,0,Meal Plan 1,0,Double,2021,12,20,103.2,Not_Canceled,6,1,1,3,31
Booking02974,2,0,Meal Plan 1,0,Double,2022,12,9,171.0,Not_Canceled,3,1,1,7,31
Booking02975,2,0,Meal Plan 1,0,Double,2022,12,27,187.0,Canceled,2,1,1,228,38
Booking02976,1,0,Meal Plan 1,0,Double,2022,11,11,155.0,Not_Canceled,2,1,1,239,101
Booking02977,2,0,Meal Plan 1,0,Double,2022,7,25,129.0,Not_Canceled,3,1,1,121,84
Booking02978,2,0,Not Selected,0,Double,2022,7,17,117.0,Canceled,4,4,1,59,43
Booking02979,2,0,Not Selected,0,Double,2022,3,10,80.97999999999999,Not_Canceled,4,4,1,242,41
Booking02980,2,0,Not Selected,0,Double,2022,10,22,140.6,Not_Canceled,7,4,1,200,103
Booking02981,2,0,Meal Plan 1,0,Single,2022,10,2,118.41,Canceled,2,1,4,285,62
Booking02982,2,0,Meal Plan 1,0,Double,2022,9,19,115.0,Canceled,4,1,1,72,53
Booking02983,1,0,Meal Plan 1,0,Double,2022,10,21,150.0,Canceled,3,1,1,242,67
Booking02984,1,0,Meal Plan 1,0,Double,2021,1,21,120.0,Not_Canceled,3,1,1,101,33
Booking02985,2,0,Meal Plan 1,0,Double,2022,7,8,113.0,Canceled,2,1,1,270,51
Booking02986,1,0,Meal Plan 1,0,Double,2021,1,8,120.0,Not_Canceled,3,1,1,54,41
Booking02987,2,0,Meal Plan 1,0,Suit,2022,10,16,100.75,Not_Canceled,4,1,2,9,60
Booking02988,2,0,Not Selected,0,Double,2022,2,23,108.0,Not_Canceled,3,4,1,299,97
Booking02989,1,0,Meal Plan 1,0,Double,2022,10,13,115.0,Not_Canceled,2,1,1,24,80
Booking02990,2,0,Not Selected,0,Double,2022,7,23,91.1,Canceled,2,4,1,143,47
Booking02991,2,0,Not Selected,0,Double,2022,12,17,123.5,Not_Canceled,4,4,1,121,30
Booking02992,2,0,Not Selected,0,Double,2022,6,1,99.0,Canceled,3,4,1,55,78
Booking02993,1,0,Meal Plan 1,0,Double,2022,8,7,132.5,Not_Canceled,4,1,1,31,50
Booking02994,2,1,Meal Plan 1,0,Single,2021,1,25,110.0,Not_Canceled,5,1,4,293,70
Booking02995,2,0,Meal Plan 1,0,Double,2022,2,7,95.0,Not_Canceled,4,1,1,265,51
Booking02996,2,0,Meal Plan 1,0,Single,2022,1,11,184.0,Not_Canceled,4,1,4,133,127
Booking02997,2,0,Meal Plan 1,0,Double,2022,8,28,137.0,Canceled,2,1,1,180,27
Booking02998,0,2,Meal Plan 1,0,Suit,2022,11,13,106.5,Canceled,3,1,2,72,49
Booking02999,2,0,Meal Plan 1,0,Double,2022,7,26,95.0,Canceled,5,1,1,19,31
Booking03000,2,0,Meal Plan 1,0,Double,2022,2,10,95.0,Not_Canceled,3,1,1,106,90
Booking03001,2,0,Meal Plan 1,0,Double,2022,6,22,85.52,Not_Canceled,4,1,1,111,67
Booking03002,2,0,Meal Plan 1,0,Double,2022,1,12,149.6,Not_Canceled,11,1,1,239,142
Booking03003,2,0,Not Selected,0,Double,2022,1,31,139.5,Not_Canceled,3,4,1,68,71
Booking03004,2,0,Meal Plan 2,0,Double,2022,11,4,135.0,Canceled,3,2,1,278,97
Booking03005,2,0,Meal Plan 1,0,Double,2022,1,10,143.32999999999998,Canceled,7,1,1,259,23
Booking03006,2,0,Meal Plan 2,0,Single,2022,10,10,173.09,Canceled,3,2,4,110,118
Booking03007,2,0,Meal Plan 1,0,Double,2022,1,16,117.71,Not_Canceled,4,1,1,249,27
Booking03008,2,0,Meal Plan 1,0,Double,2021,1,21,85.0,Canceled,4,1,1,124,59
Booking03009,2,0,Meal Plan 1,1,Double,2022,10,9,144.2,Not_Canceled,2,1,1,10,87
Booking03010,2,0,Not Selected,0,Double,2022,11,10,118.25,Canceled,5,4,1,101,97
Booking03011,2,0,Meal Plan 1,0,Single,2022,1,11,135.6,Canceled,7,1,4,203,89
Booking03012,2,0,Meal Plan 1,0,Double,2022,7,10,107.0,Not_Canceled,4,1,1,227,19
Booking03013,3,0,Meal Plan 1,0,Single,2022,11,30,157.7,Canceled,4,1,4,53,147
Booking03014,2,0,Meal Plan 1,0,Double,2022,9,7,95.0,Not_Canceled,4,1,1,124,27
Booking03015,2,0,Meal Plan 1,0,Double,2022,1,4,126.2,Canceled,4,1,1,163,109
Booking03016,3,0,Meal Plan 1,0,Single,2022,6,19,147.0,Not_Canceled,4,1,4,84,82
Booking03017,2,0,Meal Plan 1,0,Double,2022,1,9,169.0,Not_Canceled,4,1,1,55,131
Booking03018,2,0,Meal Plan 1,0,Suit,2022,11,15,120.7,Canceled,2,1,2,221,75
Booking03019,2,0,Meal Plan 1,0,Double,2022,9,7,146.9,Canceled,4,1,1,54,122
Booking03020,2,0,Meal Plan 1,0,Double,2022,6,18,106.45,Not_Canceled,3,1,1,118,32
Booking03021,1,0,Meal Plan 2,0,Double,2022,1,29,110.0,Not_Canceled,3,2,1,10,73
Booking03022,2,0,Not Selected,0,Double,2022,3,10,94.8,Not_Canceled,8,4,1,22,79
Booking03023,2,0,Meal Plan 1,0,Double,2022,6,19,81.88,Not_Canceled,5,1,1,45,70
Booking03024,1,0,Meal Plan 2,0,Double,2021,3,16,20.0,Not_Canceled,3,2,1,193,12
Booking03025,2,0,Not Selected,0,Double,2022,3,22,99.2,Not_Canceled,4,4,1,28,41
Booking03026,1,0,Meal Plan 2,0,Double,2022,10,30,110.0,Not_Canceled,3,2,1,266,89
Booking03027,1,0,Meal Plan 1,0,Double,2022,6,2,80.0,Canceled,4,1,1,69,25
Booking03028,2,0,Meal Plan 2,0,Double,2022,3,2,203.0,Not_Canceled,2,2,1,85,187
Booking03029,2,0,Meal Plan 1,0,Double,2021,1,24,114.5,Not_Canceled,6,1,1,122,21
Booking03030,2,0,Meal Plan 1,0,Single,2022,11,27,144.8,Canceled,4,1,4,244,44
Booking03031,2,0,Meal Plan 1,0,Double,2022,2,29,98.3,Canceled,4,1,1,286,64
Booking03032,2,0,Meal Plan 1,0,Double,2022,2,28,100.08,Not_Canceled,4,1,1,63,39
Booking03033,2,0,Meal Plan 1,0,Double,2022,5,24,68.4,Not_Canceled,6,1,1,119,62
Booking03034,1,0,Meal Plan 1,0,Double,2022,6,2,80.0,Canceled,4,1,1,121,74
Booking03035,2,0,Meal Plan 1,0,Double,2021,3,9,95.0,Not_Canceled,4,1,1,254,37
Booking03036,1,0,Not Selected,0,Double,2022,10,29,104.0,Not_Canceled,2,4,1,106,100
Booking03037,2,0,Meal Plan 1,0,Suit,2022,5,31,97.25,Not_Canceled,6,1,2,91,84
Booking03038,2,0,Meal Plan 1,0,Double,2021,1,10,104.0,Not_Canceled,5,1,1,55,26
Booking03039,2,0,Meal Plan 1,0,Double,2021,12,18,110.0,Not_Canceled,7,1,1,245,65
Booking03040,2,0,Not Selected,0,Double,2022,12,29,106.28,Not_Canceled,8,4,1,108,49
Booking03041,2,0,Meal Plan 1,0,Double,2022,1,1,110.95,Not_Canceled,5,1,1,14,71
Booking03042,2,0,Meal Plan 1,1,Double,2022,1,12,138.0,Not_Canceled,3,1,1,131,135
Booking03043,1,0,Meal Plan 1,1,Double,2022,2,2,87.0,Not_Canceled,2,1,1,15,82
Booking03044,2,0,Not Selected,0,Double,2022,1,17,128.0,Not_Canceled,4,4,1,74,69
Booking03045,2,0,Meal Plan 1,0,Double,2022,10,26,140.0,Canceled,4,1,1,61,26
Booking03046,3,0,Meal Plan 1,0,Double,2021,12,11,110.0,Not_Canceled,4,1,1,256,66
Booking03047,2,0,Not Selected,0,Double,2022,12,24,145.1,Canceled,3,4,1,290,136
Booking03048,2,0,Not Selected,0,Double,2022,1,8,92.42,Not_Canceled,2,4,1,36,80
Booking03049,2,0,Not Selected,0,Double,2022,10,16,136.1,Not_Canceled,4,4,1,211,30
Booking03050,2,0,Not Selected,0,Double,2022,8,30,108.5,Not_Canceled,4,4,1,109,40
Booking03051,1,0,Meal Plan 1,0,Suit,2022,9,10,20.0,Not_Canceled,2,1,7,59,13
Booking03052,2,0,Meal Plan 1,0,Double,2022,8,3,146.9,Canceled,5,1,1,295,25
Booking03053,3,0,Meal Plan 1,0,Single,2022,1,13,170.45,Canceled,6,1,4,105,97
Booking03054,2,0,Meal Plan 1,1,Single,2022,9,2,154.1,Not_Canceled,3,1,4,251,123
Booking03055,2,0,Meal Plan 1,0,Double,2022,1,24,169.0,Not_Canceled,4,1,1,95,69
Booking03056,1,0,Meal Plan 1,0,Double,2022,9,8,119.9,Canceled,3,1,1,163,26
Booking03057,1,0,Meal Plan 1,0,Double,2022,9,3,117.02,Not_Canceled,3,1,1,252,30
Booking03058,1,0,Meal Plan 2,0,Double,2022,1,19,110.0,Not_Canceled,3,2,1,205,80
Booking03059,2,0,Not Selected,0,Double,2022,8,20,114.5,Canceled,2,4,1,91,89
Booking03060,3,0,Meal Plan 1,0,Single,2022,10,10,121.34,Canceled,5,1,4,64,38
Booking03061,2,0,Not Selected,0,Double,2022,7,30,105.5,Not_Canceled,4,4,1,6,41
Booking03062,2,0,Not Selected,0,Double,2022,3,1,99.2,Canceled,3,4,1,175,49
Booking03063,2,0,Meal Plan 1,0,Single,2022,5,14,79.75,Not_Canceled,6,1,4,63,62
Booking03064,2,0,Meal Plan 1,0,Double,2022,3,1,128.8,Not_Canceled,5,1,1,64,48
Booking03065,2,0,Meal Plan 1,0,Double,2022,1,1,208.0,Not_Canceled,3,1,1,80,121
Booking03066,2,0,Meal Plan 1,0,Double,2021,1,10,114.5,Not_Canceled,4,1,1,262,85
Booking03067,2,0,Meal Plan 1,0,Single,2022,1,25,189.0,Not_Canceled,5,1,4,76,91
Booking03068,2,0,Meal Plan 1,0,Double,2022,5,9,85.0,Not_Canceled,4,1,1,219,65
Booking03069,2,2,Meal Plan 1,0,Delux,2022,3,10,176.6,Not_Canceled,2,1,6,162,135
Booking03070,2,0,Meal Plan 1,0,Double,2022,7,26,159.0,Not_Canceled,2,1,1,283,155
Booking03071,3,0,Meal Plan 1,0,Single,2022,12,13,166.7,Canceled,4,1,4,57,134
Booking03072,3,0,Meal Plan 1,0,Single,2022,8,27,157.7,Canceled,2,1,4,247,94
Booking03073,1,0,Meal Plan 1,0,Double,2022,1,25,92.76,Not_Canceled,5,1,1,219,84
Booking03074,2,0,Meal Plan 1,0,Double,2022,9,26,160.0,Not_Canceled,3,1,1,197,69
Booking03075,2,0,Not Selected,0,Double,2021,2,13,96.0,Not_Canceled,2,4,1,93,46
Booking03076,2,0,Meal Plan 2,0,Double,2021,1,4,145.0,Not_Canceled,4,2,1,135,35
Booking03077,1,2,Meal Plan 1,0,Double,2022,11,31,181.1,Not_Canceled,2,1,1,208,43
Booking03078,2,1,Meal Plan 2,0,Double,2022,11,31,105.6,Not_Canceled,5,2,1,48,54
Booking03079,2,0,Not Selected,0,Double,2022,1,9,155.0,Canceled,3,4,1,169,113
Booking03080,2,0,Not Selected,0,Double,2022,3,22,108.0,Not_Canceled,3,4,1,112,24
Booking03081,1,0,Meal Plan 1,1,Double,2022,7,8,85.0,Not_Canceled,2,1,1,138,21
Booking03082,2,1,Meal Plan 1,0,Double,2022,10,2,150.5,Canceled,2,1,1,175,45
Booking03083,2,0,Meal Plan 1,0,Single,2022,9,17,169.4,Canceled,5,1,4,14,74
Booking03084,1,0,Meal Plan 1,0,Double,2022,1,25,139.0,Not_Canceled,2,1,1,19,125
Booking03085,1,0,Meal Plan 1,0,Double,2022,3,19,108.0,Not_Canceled,2,1,1,31,62
Booking03086,2,0,Meal Plan 1,0,Double,2022,8,9,107.3,Not_Canceled,4,1,1,134,29
Booking03087,2,0,Meal Plan 1,0,Double,2021,1,27,105.0,Not_Canceled,4,1,1,224,90
Booking03088,2,0,Meal Plan 1,0,Suit,2022,11,27,106.63,Canceled,3,1,2,266,57
Booking03089,3,0,Meal Plan 2,0,Double,2022,7,1,148.0,Not_Canceled,4,2,1,207,104
Booking03090,2,0,Meal Plan 1,0,Double,2022,2,25,127.67,Not_Canceled,4,1,1,83,81
Booking03091,2,0,Meal Plan 1,0,Double,2021,1,19,118.98,Not_Canceled,5,1,1,22,103
Booking03092,2,0,Meal Plan 1,0,Double,2022,2,19,110.65,Not_Canceled,5,1,1,85,106
Booking03093,2,0,Meal Plan 2,0,Double,2022,3,28,126.25,Not_Canceled,6,2,1,20,42
Booking03094,2,0,Meal Plan 2,0,Double,2021,1,22,128.0,Canceled,2,2,1,93,55
Booking03095,2,1,Not Selected,0,Double,2022,12,12,113.17,Canceled,4,4,1,263,99
Booking03096,2,0,Not Selected,0,Double,2022,1,4,93.96,Canceled,6,4,1,39,60
Booking03097,2,0,Meal Plan 1,0,Double,2022,6,26,113.0,Not_Canceled,2,1,1,144,57
Booking03098,2,0,Meal Plan 1,0,Double,2022,5,25,100.3,Not_Canceled,2,1,1,294,33
Booking03099,2,0,Not Selected,0,Double,2022,10,1,111.5,Not_Canceled,4,4,1,205,91
Booking03100,1,0,Meal Plan 1,0,Double,2022,1,16,115.0,Not_Canceled,2,1,1,175,50
Booking03101,2,0,Meal Plan 1,0,Double,2022,9,27,146.9,Canceled,2,1,1,256,137
Booking03102,2,0,Meal Plan 1,0,Double,2022,11,17,171.0,Not_Canceled,2,1,1,257,37
Booking03103,2,0,Meal Plan 2,0,Double,2021,1,24,129.0,Not_Canceled,3,2,1,151,99
Booking03104,1,0,Meal Plan 2,0,Double,2022,10,12,110.0,Not_Canceled,3,2,1,24,76
Booking03105,1,0,Meal Plan 1,0,Double,2021,2,26,20.0,Not_Canceled,3,1,1,285,13
Booking03106,2,0,Meal Plan 1,0,Single,2022,1,1,169.4,Not_Canceled,4,1,4,272,166
Booking03107,2,0,Meal Plan 1,0,Double,2022,7,10,100.3,Not_Canceled,3,1,1,48,72
Booking03108,2,0,Meal Plan 1,0,Double,2021,12,30,96.5,Not_Canceled,4,1,1,171,17
Booking03109,1,0,Meal Plan 1,0,Double,2022,12,8,85.0,Not_Canceled,2,1,1,64,46
Booking03110,2,0,Meal Plan 1,0,Double,2022,1,10,110.0,Canceled,7,1,1,71,98
Booking03111,3,0,Meal Plan 1,0,Single,2022,3,2,145.66,Not_Canceled,4,1,4,191,118
Booking03112,2,0,Meal Plan 2,0,Double,2021,1,11,132.2,Not_Canceled,3,2,1,142,43
Booking03113,2,1,Meal Plan 1,0,Double,2022,6,19,78.0,Not_Canceled,6,1,1,185,35
Booking03114,1,0,Meal Plan 1,0,Double,2022,8,25,135.0,Canceled,3,1,1,113,121
Booking03115,3,0,Meal Plan 1,1,Single,2022,12,24,197.3,Not_Canceled,6,1,4,173,50
Booking03116,2,0,Meal Plan 1,0,Double,2022,3,14,106.93,Not_Canceled,4,1,1,140,84
Booking03117,2,0,Meal Plan 2,0,Double,2022,12,25,153.45,Canceled,6,2,1,224,113
Booking03118,3,0,Meal Plan 1,0,Double,2022,3,3,196.04,Not_Canceled,5,1,1,243,156
Booking03119,2,2,Meal Plan 1,0,Delux,2021,12,29,173.0,Not_Canceled,2,1,6,236,110
Booking03120,2,0,Not Selected,0,Double,2022,7,19,71.0,Not_Canceled,5,4,1,128,22
Booking03121,2,1,Meal Plan 1,0,Double,2022,10,24,169.0,Canceled,4,1,1,132,146
Booking03122,1,0,Meal Plan 1,0,Double,2022,6,22,92.9,Canceled,2,1,1,279,24
Booking03123,2,0,Meal Plan 1,0,Double,2021,1,26,110.0,Not_Canceled,2,1,1,113,54
Booking03124,2,0,Meal Plan 1,0,Single,2022,1,21,179.0,Not_Canceled,3,1,4,198,35
Booking03125,2,0,Meal Plan 1,0,Double,2022,8,10,100.75,Not_Canceled,5,1,1,198,69
Booking03126,1,0,Meal Plan 1,0,Double,2022,10,25,155.0,Not_Canceled,3,1,1,170,44
Booking03127,1,0,Meal Plan 2,0,Double,2022,10,12,110.0,Not_Canceled,3,2,1,140,85
Booking03128,1,0,Meal Plan 1,0,Double,2022,10,12,130.0,Not_Canceled,5,1,1,217,35
Booking03129,1,0,Meal Plan 1,0,Double,2022,11,26,105.5,Canceled,4,1,1,31,38
Booking03130,1,0,Meal Plan 1,0,Double,2022,8,15,124.0,Not_Canceled,4,1,1,124,101
Booking03131,2,0,Meal Plan 1,0,Double,2022,9,28,112.83,Not_Canceled,4,1,1,110,32
Booking03132,2,0,Meal Plan 1,0,Double,2022,12,3,159.0,Not_Canceled,5,1,1,268,26
Booking03133,3,0,Meal Plan 1,0,Single,2022,1,12,196.4,Canceled,5,1,4,242,192
Booking03134,2,0,Not Selected,0,Double,2022,1,5,80.35,Not_Canceled,4,4,1,285,62
Booking03135,2,0,Meal Plan 1,0,Double,2022,3,14,88.0,Not_Canceled,4,1,1,6,82
Booking03136,2,0,Not Selected,0,Double,2022,1,12,169.0,Not_Canceled,6,4,1,20,64
Booking03137,2,0,Meal Plan 1,0,Double,2022,10,25,126.65,Canceled,5,1,1,212,45
Booking03138,2,1,Not Selected,0,Double,2022,8,14,116.13,Not_Canceled,5,4,1,242,87
Booking03139,2,0,Meal Plan 1,0,Double,2022,7,13,65.5,Not_Canceled,5,1,1,14,27
Booking03140,2,0,Meal Plan 1,0,Suit,2022,1,7,241.38,Not_Canceled,5,1,7,222,99
Booking03141,2,0,Meal Plan 2,0,Double,2022,9,23,132.0,Canceled,5,2,1,1,32
Booking03142,2,0,Meal Plan 1,0,Single,2022,8,23,113.08,Canceled,5,1,4,182,25
Booking03143,3,0,Meal Plan 1,0,Single,2022,11,5,160.7,Not_Canceled,4,1,4,64,141
Booking03144,2,0,Not Selected,0,Double,2022,11,13,127.1,Canceled,2,4,1,208,113
Booking03145,3,0,Meal Plan 1,0,Single,2022,8,1,168.95,Not_Canceled,5,1,4,182,42
Booking03146,2,0,Meal Plan 1,0,Double,2022,1,22,92.0,Canceled,5,1,1,223,84
Booking03147,2,0,Meal Plan 1,0,Double,2022,8,3,85.0,Canceled,2,1,1,49,76
Booking03148,1,0,Meal Plan 1,0,Double,2022,1,13,91.0,Not_Canceled,3,1,1,43,52
